Isolate	AMIKACIN	AMOXICILLIN	CAPREOMYCIN	CIPROFLOXACIN	CYCLOSERINE	ETHAMBUTOL	ETHIONAMIDE	ISONIAZID	KANAMYCIN	MOXIFLOXACIN	OFLOXACIN	PARA_AMINOSALICYLIC_ACID	PROTHIONAMIDE	PYRAZINAMIDE	RIFAMPICIN	STREPTOMYCIN
SAMEA2296973						S		S						S	S	S
SAMEA2296974						S		S						S	S	S
SAMEA2296975						S		S						S	S	S
SAMEA2296976						S		S						S	S	S
SAMEA2296977						S		S						S	S	R
SAMEA2296978						S		S						S	S	S
SAMEA2296979						S		S						S	S	S
SAMEA2296980						S		S						S	S	S
SAMEA2296982						S		S						S	S	S
SAMEA2296984						S		S						S	S	S
SAMEA2296985						S		S						S	S	S
SAMEA2296986						S		S						S	S	S
SAMEA2296987						S		S						S	S	S
SAMEA2296988						S		S						S	S	S
SAMEA2296989						S		S						S	S	S
SAMEA2296990						S		S						S	S	S
SAMEA2296992						S		S						S	S	S
SAMEA2296993	S	S	S			S		R	S	S				S	S	S
SAMEA2296994						S		S						S	S	S
SAMEA2296995						S		S						S	S	S
SAMEA2296996						S		S						S	S	S
SAMEA2296997						S		S						S	S	S
SAMEA2296998						S		S						S	S	S
SAMEA2297000						S		S						S	S	S
SAMEA2297001						S		S						S	S	S
SAMEA2297002						R		S						S	S	S
SAMEA2297003						S		S						S	S	S
SAMEA2297004						S		S						S	S	S
SAMEA2297005						S		S						S	S	S
SAMEA2297006						S		S						S	S	S
SAMEA2297007						S		S						S	S	S
SAMEA2297008						S		S						S	S	S
SAMEA2297010						S		S						S	S	S
SAMEA2297011						S		S						S	S	S
SAMEA2297012						S		S						S	S	S
SAMEA2297013						S		S						S	S	S
SAMEA2297015						S		S						S	S	S
SAMEA2297016						S		S						S	S	S
SAMEA2297017						S		S						S	S	S
SAMEA2297018						S		S						S	S	S
SAMEA2297019						S		S						R	S	S
SAMEA2297020						S		S						S	S	S
SAMEA2297021						S		S						S	S	S
SAMEA2297022						S		S						S	S	S
SAMEA2297023						S		S						S	S	S
SAMEA2297024						S		S						S	S	S
SAMEA2297025						S		S						S	S	S
SAMEA2297026						S		S						S	S	S
SAMEA2297028						S		S						S	S	S
SAMEA2297029						S		S						S	S	S
SAMEA2297030						S		S						S	S	S
SAMEA2297031						S		S						R	S	S
SAMEA2297032						S		S						S	S	S
SAMEA2297033						S		S						S	S	
SAMEA2297034						S		S						S	S	S
SAMEA2297035						S		S						S	S	S
SAMEA2297036						S		S						S	S	S
SAMEA2297037						S		S						S	S	S
SAMEA2297038						S		S						S	S	S
SAMEA2297039						S		S						S	S	S
SAMEA2297040	S	S	S			S		S	S	S				S	R	S
SAMEA2297041						S		S						S	S	S
SAMEA2297042						S		S						S	S	S
SAMEA2297043						S		S						S	S	S
SAMEA2297044						S		S						S	S	S
SAMEA2297045						S		S						S	S	S
SAMEA2297046						S		S						S	S	S
SAMEA2297047						S		S						S	S	S
SAMEA2297048						S		S						S	S	S
SAMEA2297049						S		S						S	S	S
SAMEA2297050						S		S						S	S	S
SAMEA2297051						S		S						S	S	S
SAMEA2297052						S		S						S	S	S
SAMEA2297054						S		S						S	S	S
SAMEA2297058						S		S						S	S	S
SAMEA2297060						S		S						S	S	S
SAMEA2297061						S		S						S	S	
SAMEA2297062						S		S						S	S	S
SAMEA2297063						S		S						S	S	S
SAMEA2297064						S		S						S	S	S
SAMEA2297065						S		S						S	S	S
SAMEA2297068						S		S						S	S	S
SAMEA2297069						S		S						S	S	S
SAMEA2297071						S		S						S	S	S
SAMEA2297075	S	S	S			S		R	S	S				R	S	S
SAMEA2297076						S		S						S	S	S
SAMEA2297077						S		S						S	S	S
SAMEA2297078						S		S						S	S	S
SAMEA2297080						S		S						S	S	S
SAMEA2297081						S		S						S	S	S
SAMEA2297082						S		S						S	S	S
SAMEA2297083						S		S						S	S	S
SAMEA2297084						S		S						S	S	S
SAMEA2297085						S		S						S	S	S
SAMEA2297086						S		S						S	S	S
SAMEA2297087						S		S						S	S	S
SAMEA2297088	R	S	R			R		R	R	S				S		S
SAMEA2297089						S		S						S	S	S
SAMEA2297090						S		S						S	S	S
SAMEA2297091						S		S						S	S	S
SAMEA2297092						S		S						S	S	S
SAMEA2297094						S		S						S	S	S
SAMEA2297095						S		S						R	S	S
SAMEA2297096						S		S						S	S	S
SAMEA2297097						S		S						S	S	S
SAMEA2297099						S		S						S	S	S
SAMEA2297101						S		S						S	S	S
SAMEA2297102						S		S						S	S	S
SAMEA2297103						S		S						S	S	S
SAMEA2297104						S		S						S	S	S
SAMEA2297105						S		S						S	S	S
SAMEA2297106						S		S						S	S	S
SAMEA2297107						S		S						S	S	S
SAMEA2297108						S		S						S	S	S
SAMEA2297111						S		S						S	S	S
SAMEA2297112						S		S						S	S	S
SAMEA2297113						S		S						S	S	S
SAMEA2297114						S		R						S	S	S
SAMEA2297116						S		S						S	S	S
SAMEA2297117						S		S						S	S	S
SAMEA2297118						S		S						S	S	S
SAMEA2297120						S		S						S	S	S
SAMEA2297121						S		S						S	S	S
SAMEA2297122						S		S						S	S	S
SAMEA2297124	S	S	S			R		R	S	S				R	R	R
SAMEA2297125						S		S						S	S	S
SAMEA2297126						S		S						S	S	S
SAMEA2297127						S		S						S	S	S
SAMEA2297128						S		S						S	S	S
SAMEA2297129						S		S						S	S	S
SAMEA2297131						S		S						S	S	S
SAMEA2297132						S		S						S	S	S
SAMEA2297133						S		S						S	S	S
SAMEA2297135						S		S						S	S	S
SAMEA2297136						S		S						S	S	S
SAMEA2297137						S		S						S	S	S
SAMEA2297138						S		S						S	S	S
SAMEA2297140						S		S						S	S	S
SAMEA2297141						S		S						S	S	S
SAMEA2297142						S		S						S	S	S
SAMEA2297148						S		S						S	S	S
SAMEA2297149						S		S						S	S	S
SAMEA2297151						S		S						S	S	S
SAMEA2297153								S								
SAMEA2297154						S		S						S	S	S
SAMEA2297155						S		R						S	S	R
SAMEA2297156						S		S						S	S	S
SAMEA2297157						S		S						S	S	S
SAMEA2297158						S		S						S	S	S
SAMEA2297161						S		S						S	S	S
SAMEA2297162						S		S						S	S	S
SAMEA2297163						S		S						S	S	S
SAMEA2297164								S								
SAMEA2297165						S		S						S	S	S
SAMEA2297166								R								
SAMEA2297167						S		S						S	S	S
SAMEA2297171						S		S						S	S	S
SAMEA2297172						S		S						S	S	S
SAMEA2297175						S		S						S	S	S
SAMEA2297176						S		S						S	S	S
SAMEA2297177				S		S		R						S	S	R
SAMEA2297178						S		S						S	S	S
SAMEA2297181						S		S						S	S	S
SAMEA2297182						S		S						S	S	S
SAMEA2297188						S		S						S	S	S
SAMEA2297192						S		S						S	S	S
SAMEA2297193						S		S						S	S	S
SAMEA2297194						S		S						S	S	S
SAMEA2297199						S		S						S	S	S
SAMEA2297200						S		S						S	S	S
SAMEA2297201						S		S						S	S	S
SAMEA2297202						S		S						S	S	S
SAMEA2297203								S								
SAMEA2297204				S		S		S						S	S	
SAMEA2297205				S		S		S						S	S	
SAMEA2399479						S		S						S	S	
SAMEA2399480						S		S						S	S	
SAMEA2399481						S		S						S	S	
SAMEA2399482						S		S						S	S	
SAMEA2399483						S		S						S	S	
SAMEA2399484						S		S						S	S	
SAMEA2399485						S		S						S	S	
SAMEA2399486						S		S						S	S	
SAMEA2399487						S		S						S	S	
SAMEA2399488						S		S						S	S	
SAMEA2399489						S		S						S	S	
SAMEA2399490						S		S						S	S	
SAMEA2399491						S		S						S	S	
SAMEA2399492														S		
SAMEA2399493						S		S						S	S	
SAMEA2399494						S		S						S	S	
SAMEA2399495						S		S						S	S	
SAMEA2517321						S		R						S	S	
SAMEA2517356						S		S						S	S	
SAMEA2517357						S		S						S	S	
SAMEA2517364						S		S						S	S	
SAMEA2517365						S		S						S	S	
SAMEA2517416						S		S						S	S	
SAMEA2517417						S		S						S	S	
SAMEA2517418						S		S						S	S	
SAMEA2517419						S		S						S	S	
SAMEA2517420						S		S						S	S	
SAMEA2517421						S		S						S	S	
SAMEA2517422						S		S						S	S	
SAMEA2517423						S		S						S	S	
SAMEA2517424						S		S						S	S	S
SAMEA2517425						S		S						S	S	S
SAMEA2517426						S		S						S	S	S
SAMEA2517427						S		S						S	S	S
SAMEA2517428						S		S						S	S	S
SAMEA2517429						S		S						S	S	S
SAMEA2517430						S		S						S	S	S
SAMEA2517431						S		S						S	S	S
SAMEA2517432						S		S						S	S	
SAMEA2517433						S		S						S	S	S
SAMEA2517444						S		S						S	S	S
SAMEA2517445						S		S						S	S	S
SAMEA2517446						S		S						S	S	S
SAMEA2533341						S		S						S	S	S
SAMEA2533342						S		S						S	S	S
SAMEA2533343						S		S						S	S	S
SAMEA2533344						R		R						R	R	
SAMEA2533345						S		S						S	S	S
SAMEA2533346						S		S						S	S	
SAMEA2533350						S		S						S	S	S
SAMEA2533351						S		S						S	S	S
SAMEA2533352						S		S						S	S	S
SAMEA2533354						S		S						S	S	S
SAMEA2533355						S		S						S	S	S
SAMEA2533357						S		S						S	S	S
SAMEA2533358						R		R						R	R	
SAMEA2533360						S		S						S	S	
SAMEA2533362						S		S						S	S	S
SAMEA2533364						S		R						R	R	R
SAMEA2533365	S	S	S			R		R						S	R	R
SAMEA2533366						S		S						S	S	S
SAMEA2533367						S		S						S	S	S
SAMEA2533368	S	S	S			R		R						S	R	R
SAMEA2533370						S		S						S	S	S
SAMEA2533371						S		R						S	S	
SAMEA2533372	S		S	S	S	S					S	S			S	R
SAMEA2533373						S		S						S	S	S
SAMEA2533374						S		S						S	S	S
SAMEA2533375						S		S						S	S	S
SAMEA2533376						R		R						R	R	R
SAMEA2533377	S	S	S			R		R						R	R	R
SAMEA2533379	R	S	R			R		R						R	R	R
SAMEA2533382						S		S						S	S	S
SAMEA2533383						S		S						S	S	R
SAMEA2533385						R		R						S	R	R
SAMEA2533388						S		S						S	S	S
SAMEA2533389	R	R	R			R		R						R	R	R
SAMEA2533390	S	S	S			R		R						S	R	R
SAMEA2533391						S		S						S	S	S
SAMEA2533393						S		S						S	S	S
SAMEA2533394						S		S						S	S	S
SAMEA2533397						S		S						S	S	S
SAMEA2533399						S		S						S	S	S
SAMEA2533400						S		S						S	S	S
SAMEA2533402						S		R						S	S	R
SAMEA2533403						S		S						S	S	S
SAMEA2533404						S		S						S	S	S
SAMEA2533405						S		S						S	S	
SAMEA2533406						S		S						S	S	S
SAMEA2533407						S		S						S	S	S
SAMEA2533409								R					S		R	R
SAMEA2533410						S		S						S	S	S
SAMEA2533411	S		S		S						S					
SAMEA2533412						S		S						S	S	R
SAMEA2533413						S		S						S	S	S
SAMEA2533414						S		S						S	S	S
SAMEA2533415						S		S						S	S	S
SAMEA2533416						S		S						S	S	S
SAMEA2533417						S		S						S	S	S
SAMEA2533419						S		R						S	R	
SAMEA2533421						S		S						S	S	S
SAMEA2533427						S		S						S	S	R
SAMEA2533428						S		S						S	S	S
SAMEA2533429						S		S						S	S	S
SAMEA2533430						S		R						S	R	R
SAMEA2533431						R		R						R	R	
SAMEA2533432						S		S						S	S	S
SAMEA2533433	R	S	R			R		R						R	R	R
SAMEA2533435				R				S					S	S	S	S
SAMEA2533437						R		R						R	R	
SAMEA2533438						S		S						S	S	S
SAMEA2533439						S		S						S	S	S
SAMEA2533440	S	S	S			R		R						R	R	R
SAMEA2533441						S		S						S	S	S
SAMEA2533442						S		S						S	S	S
SAMEA2533443	S	S	S			S		R						R	R	R
SAMEA2533447		S				S		R						R	S	S
SAMEA2533449						S		S						S	S	S
SAMEA2533450						S		S						S	S	S
SAMEA2533451						S		S						S	S	S
SAMEA2533453						R		R						S	R	R
SAMEA2533454						S		S					S	S	S	S
SAMEA2533456						S		S						S	S	R
SAMEA2533457						S		S						S	S	S
SAMEA2533459	S	S	S			R		R						R	R	R
SAMEA2533460						S		S						S	S	S
SAMEA2533462						S		S						S	S	S
SAMEA2533463	S	S	S		S	R		R			S	S		R	R	R
SAMEA2533465	S	S	S			S			S	S			S		S	
SAMEA2533466	S	S	S			R		R						S	R	R
SAMEA2533467	S	S	S			R		R						S	R	R
SAMEA2533469						S		S						S	S	S
SAMEA2533470						S		S						S	S	S
SAMEA2533471						S		S						S	S	S
SAMEA2533472						S		S		R				S	S	R
SAMEA2533473						S		R						S	S	
SAMEA2533474						S		S						S	S	S
SAMEA2533475						S		S						S	S	S
SAMEA2533476						S		S						S	S	S
SAMEA2533480	S		S		S						S	S				
SAMEA2533481						S		S						S	S	R
SAMEA2533482						S		S						S	S	S
SAMEA2533483						S		S						S	S	S
SAMEA2533484	R	S	R			R		R						R	R	S
SAMEA2533485	R	S	R			R		R						S	R	R
SAMEA2533486						S		S						S	S	S
SAMEA2533487						S		S						S	S	S
SAMEA2533488						R		R							R	
SAMEA2533489	S	S	S			R		R						R	R	R
SAMEA2533493						S		S						S	S	S
SAMEA2533496						S		S						S	S	S
SAMEA2533497						S		S						S	S	S
SAMEA2533501						S		S						S	S	R
SAMEA2533503						S		S					S	S	S	S
SAMEA2533504						S		S						S	S	S
SAMEA2533505	S	S	S			R		R						R	R	R
SAMEA2533507						S		S						S	S	S
SAMEA2533509						S		S						S	S	S
SAMEA2533510						S		S						S	S	S
SAMEA2533511	S	S	S			R		R						R	R	R
SAMEA2533513						R		R						S	R	R
SAMEA2533515						S		S						S	S	S
SAMEA2533516						S		S						S	S	S
SAMEA2533518						S		R						S	S	R
SAMEA2533519	R	S	R			R		R						R	R	R
SAMEA2533522						S		S						S	S	S
SAMEA2533526						R		R						R	R	
SAMEA2533527						S		S						S	S	S
SAMEA2533528						R		R						R	R	
SAMEA2533529						S		S						S	S	S
SAMEA2533531						S		S							S	
SAMEA2533532						S		S						S	S	S
SAMEA2533533						R		R						R	R	
SAMEA2533534						S		R						S	S	
SAMEA2533536						S		S						S	S	S
SAMEA2533537						S		S						S	S	S
SAMEA2533538						S		S						S	S	S
SAMEA2533539						S		S						S	S	R
SAMEA2533542	R	S			S						S	S		S		R
SAMEA2533545	R	S	R			R		R						S	R	S
SAMEA2533546						R		R						S	R	R
SAMEA2533547	R	S	R			S		R						S	R	R
SAMEA2533548	R	S	R			S		R						S	R	R
SAMEA2533549						S		S						S	S	
SAMEA2533550						S		S						S	S	S
SAMEA2533554	R	S	R			R		R						R	R	R
SAMEA2533555						S		S					S	S	S	S
SAMEA2533559	S	S	S			R		R						S	R	R
SAMEA2533562						S		S						S	S	S
SAMEA2533565						S		S						S	S	S
SAMEA2533566	S	S	S			R		R						R	R	R
SAMEA2533567						S		S						S	S	S
SAMEA2533568						S		S						S	S	S
SAMEA2533569						S		S					S	S	S	S
SAMEA2533570	S	R	S			S		R						R	R	R
SAMEA2533573						S		S						S	S	S
SAMEA2533575						S		R						S	S	S
SAMEA2533577						S		S						S	S	S
SAMEA2533579						S		S						S	S	S
SAMEA2533581						S		S						S	S	S
SAMEA2533582						S		S						S	S	S
SAMEA2533583						S							R	S	S	R
SAMEA2533584						S		S						S	S	S
SAMEA2533585						R		R						S	R	R
SAMEA2533587						S		S						S	S	S
SAMEA2533589						S		S						R	S	S
SAMEA2533590						S		S						S	S	S
SAMEA2533591						S		S						S	S	R
SAMEA2533593						S		S						S	S	S
SAMEA2533594						R		R							R	
SAMEA2533595						S		S						S	S	S
SAMEA2533596						R		R						S	R	R
SAMEA2533597						S		S						S	S	S
SAMEA2533599						S		R						S	S	R
SAMEA2533602						S		S						S	S	S
SAMEA2533603						S		S						S	S	S
SAMEA2533604						R		R						S	R	
SAMEA2533605						S		R						S	S	R
SAMEA2533607						S		S						S	S	S
SAMEA2533610	S	S	S			R		R						S	R	R
SAMEA2533612						S		S						S	S	S
SAMEA2533614						S		S						S	S	S
SAMEA2533615	R	S	R			R		R						R	R	R
SAMEA2533618						S		S						S	S	S
SAMEA2533620						S		S						S	S	S
SAMEA2533621						S		S						S	S	
SAMEA2533623						S		S						S	S	S
SAMEA2533624						S		S						S	S	S
SAMEA2533628						S		S					S	S	S	S
SAMEA2533629						S		S						S	S	S
SAMEA2533630						S		S						R	S	S
SAMEA2533633						S		S						S	S	S
SAMEA2533634						S		S						S	S	S
SAMEA2533635						R		R						R	R	
SAMEA2533636	S	S	S			R		R						R	R	R
SAMEA2533639	S	S	S			R		R						S	R	R
SAMEA2533641						S		S						S		S
SAMEA2533643						S		S						S	S	S
SAMEA2533644						S		S						S	S	S
SAMEA2533646		S	S			S		R						S	S	R
SAMEA2533647						S		R						S	S	R
SAMEA2533651						S		R						S	S	S
SAMEA2533654						S		S						S	S	S
SAMEA2533656						S		S						S	S	S
SAMEA2533658						S		R						R	R	
SAMEA2533659						S		S						S	S	S
SAMEA2533662	S		S		R						R		S	S		
SAMEA2533664						R		R						S	R	R
SAMEA2533667						S		S						S	S	S
SAMEA2533668						S		S						S	S	S
SAMEA2533669						S		S						S	S	S
SAMEA2533670	S	S	S			R		R						S	R	R
SAMEA2533671						S		S						S	S	S
SAMEA2533673						R		R						S	S	R
SAMEA2533674						S		R						R	S	R
SAMEA2533675						S		S							S	S
SAMEA2533676						S		S						S	S	S
SAMEA2533680						S		S						S	S	S
SAMEA2533681						S		S						S	S	S
SAMEA2533682						S		S						S	S	S
SAMEA2533683						S		S						S	S	S
SAMEA2533686						S		S						S	S	S
SAMEA2533687						S		S						S	S	S
SAMEA2533688						S		S						S	S	
SAMEA2533689						S		S						S	S	S
SAMEA2533690						S		S						S	S	S
SAMEA2533693						S		R						S	S	S
SAMEA2533696						S		S						S	S	S
SAMEA2533697						S		S						S	S	S
SAMEA2533698						S		S						S	S	S
SAMEA2533699						S		S						S	S	S
SAMEA2533700						S		S						S	S	S
SAMEA2533701						S		R						S	R	R
SAMEA2533702						S		S						S	S	S
SAMEA2533703						S		S						S	S	S
SAMEA2533704	S	S	S			R		R						R	R	R
SAMEA2533705						S		S						S	S	S
SAMEA2533706						S		S						S	S	S
SAMEA2533707	S	S	S			S		R						S	R	R
SAMEA2533708						S		S						S	S	
SAMEA2533709						S		S						S	S	S
SAMEA2533710						S		S						S	S	S
SAMEA2533711						S		S						S	S	S
SAMEA2533712						S		S						S	S	S
SAMEA2533713						S		R						S	S	S
SAMEA2533714						S		S						S	S	S
SAMEA2533715						S		S						S	S	S
SAMEA2533716	S	S	S			R		R						R	R	R
SAMEA2533717						S		S						S	S	
SAMEA2533720						R		R						R	R	R
SAMEA2533721						S		S						S	S	S
SAMEA2533722						R		R						S	R	R
SAMEA2533723	S	S	R			R		R						R	R	R
SAMEA2533724	S	S	S			R		R						R	R	R
SAMEA2533726	S	S	S			R		R						R	R	R
SAMEA2533729						S		S						S	S	S
SAMEA2533730	S	S	S			S		R						R	R	R
SAMEA2533731						S		S						S	S	R
SAMEA2533733	S	S	S			R		R						R	R	R
SAMEA2533735						S		S						S	S	S
SAMEA2533736						S		S						S	S	S
SAMEA2533738						S		S						S	S	S
SAMEA2533741						S		S						S	S	S
SAMEA2533742						S		S						S	S	S
SAMEA2533743	S	S	S		S	S					S					R
SAMEA2533744						S		S						S	S	S
SAMEA2533747						S		S						S	S	S
SAMEA2533748						S		S						S	S	S
SAMEA2533750						R		R						R	R	
SAMEA2533752						S		S						S	S	S
SAMEA2533753						S		S						S	S	S
SAMEA2533756						S		S						S	S	S
SAMEA2533758						S		S						S	S	S
SAMEA2533759						S		S						S	S	S
SAMEA2533760						S		S						S	S	S
SAMEA2533762						S		S						S	S	S
SAMEA2533764						S		S						R	S	S
SAMEA2533765						S		S						S	S	R
SAMEA2533766						R		R						R		
SAMEA2533767	R		R			R		R						R	R	S
SAMEA2533768						S		S						S	S	S
SAMEA2533769						S		S						S	S	S
SAMEA2533774						S		R						S	S	
SAMEA2533778						S		S						S	S	S
SAMEA2533785	R	S	R										S	S		
SAMEA2533787						S		S						S	S	S
SAMEA2533788						S		S						S	S	S
SAMEA2533789						S		S					S	S	S	S
SAMEA2533790						S		S						S	S	S
SAMEA2533792						S		R						S	R	
SAMEA2533793						S		S						S	S	S
SAMEA2533794						S		R						S	R	S
SAMEA2533795	R					R		R	R					R	R	R
SAMEA2533797						R		R						S	R	R
SAMEA2533798						R		R							R	
SAMEA2533800						R		R						R	R	
SAMEA2533801						S		S						S	S	S
SAMEA2533802						S		S						S	S	S
SAMEA2533803						S		S						S	S	S
SAMEA2533804						R		R							R	
SAMEA2533806	S	S	S			S		R						S	R	R
SAMEA2533807						S		S						R	S	S
SAMEA2533809						S		S						S	S	S
SAMEA2533811						S		S						S	S	S
SAMEA2533812						S		S						S	S	R
SAMEA2533814	S	S	S			R		R						S	R	R
SAMEA2533815						S		S						S	S	
SAMEA2533816						S		S						S	S	S
SAMEA2533817						S		S						S	S	S
SAMEA2533818						S		S						S	S	S
SAMEA2533819						S		S						S	S	S
SAMEA2533820						S		S						S	S	S
SAMEA2533821						S		S						S	S	S
SAMEA2533822						S		S						S	S	R
SAMEA2533823						S		S						S	S	S
SAMEA2533825						S		S						S	S	S
SAMEA2533826						S		S						S	S	S
SAMEA2533827						S		S						S	S	S
SAMEA2533829						S		S						S	S	S
SAMEA2533830						R		R						R	R	
SAMEA2533832						S		S						S	S	S
SAMEA2533834						S		S						S	S	S
SAMEA2533835	S	S	S			R		R						R	R	R
SAMEA2533836						S		S						S	S	
SAMEA2533837						R		R						S	R	
SAMEA2533838	S	S	S			R		R						R	R	R
SAMEA2533839						S		S						S	S	S
SAMEA2533840						S							R	S	S	S
SAMEA2533841						S		S						S	S	S
SAMEA2533842						S		S						S	S	S
SAMEA2533843	S	S	S			R		R						R	R	R
SAMEA2533844						S		R						S	R	
SAMEA2533845						S		S						S	S	S
SAMEA2533846						S		S						S	S	S
SAMEA2533847						S		S						S	S	S
SAMEA2533848						S		S						S	S	S
SAMEA2533849	S	S	S		S						S	S				
SAMEA2533850						S		R				S		S	R	R
SAMEA2533851						S		S						S	S	S
SAMEA2533852						S		S						S	S	S
SAMEA2533854						S		S						S	S	
SAMEA2533855						R		R						R	R	
SAMEA2533856	S	S	S			R		R						R	R	R
SAMEA2533857						S		S						S	S	S
SAMEA2533858						S		S						S	S	S
SAMEA2533859						S		S						S	S	S
SAMEA2533860						S		S						S	S	R
SAMEA2533861						R		R						R	R	
SAMEA2533862						S		S							S	
SAMEA2533864						S		S						S	S	S
SAMEA2533865						S		S						S	S	S
SAMEA2533868						S		S						S	S	S
SAMEA2533870	S	S	S			R		R						R	R	R
SAMEA2533871	S		S		S	S					S	S		S		
SAMEA2533872						S		S						S	S	S
